,Drug_ID,Drug,Y,property
5387,5387,COC(=N)C1=NC2=C(S1)C3=C(C=C2)N=CN=C3NC4=C(C=C(C=C4)F)Br,1,2
5388,5388,CCOC(=O)NC1=CC(=NN2C1=NN=C2C)C3=CC(=C(C=C3)C)NS(=O)(=O)C,1,2
5389,5389,COC1=C(C=C2C(=C1)C3(CCC3)C(=N2)N)OCCCN4CCCC4,0,2
5390,5390,C1=CC=C(C=C1)CCNC(=O)C2=CC(=NC=C2)C3=NC=CC(=C3)C(=O)O,0,2
5391,5391,C1CN(CCC2=CC=CC=C21)C3=NC(=NC(=C3)NCCC(=O)O)C4=CN=CC=C4,1,2
5392,5392,COC(=O)C1=CC(=NC=C1)C2=NC=CC(=C2)C(=O)NC3=CC=C(C=C3)C4(CC4)N,1,2
5393,5393,CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,1,2
5394,5394,C1CC[C@H]([C@H](C1)N)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)N4N=CC=N4)C(=O)N,1,2
5395,5395,CC1=CC(=NC(=C1)NC(=S)N2CCN(CC2)CC3=CC=C(C=C3)C(F)(F)F)C,1,2
5396,5396,CC1=CC(=C(C=C1O)N)N=NC2=CC=C(C=C2)S(=O)(=O)NC3=CC=CC=N3,1,2
5397,5397,CC1=CC(=CC(=C1OCCO)C)C2=NC3=C(C(=CC(=C3)OC)OC)C(=O)N2,1,2
5398,5398,CN(C1=CC=C(C=C1)C#N)C(=O)C2=CN3C(=CN=C3C=N2)C4=CC=C(C=C4)C(F)(F)F,1,2
5399,5399,CNC(=O)C1=CC=C(C=C1)C2=CN=C3N2C=C(N=C3)C(=O)N(C)C4=CC=C(C=C4)Cl,1,2
5400,5400,CC1=CN(C2=CC=CC=C12)CCN3CCN(CC3)C4=CC=CC=C4C5=CC(=CC(=C5)C#N)C(=O)NCCCN6CCCC6,0,2
5401,5401,C1=CC(=CC(=C1)S(=O)(=O)C2=CC=C(C=C2)CNC(=O)C3=CN=C4C(=C3)C=NN4)C(F)(F)F,1,2
5402,5402,CC1=CC(=NC=C1)NC2=NC(=CS2)C3=CC(=CC=C3)NC(=O)C,1,2
5403,5403,CC1=CC(=C2C(=C1)C(=CC(=N2)C3=CC=CC=N3)C(=O)NC4=CC=C(C=C4)S(=O)(=O)NC5=C(C(=NO5)C)C)C,1,2
5404,5404,C1=CC=C(C=C1)C2=C/C(=C\C3=CC=C(O3)C4=CC=C(C=C4)[N+](=O)[O-])/C(=O)N2C5=CC=C(C=C5)C(=O)O,1,2
5405,5405,C1CC(CCC1CCN2CCC3=C(C2)C=CC(=C3)C#N)NC(=O)C4=CC=NC5=CC=CC=C45,1,2
5406,5406,C1=CC(=CC=C1/C=C/C(=O)NC2=C(C=C(C=C2)C3=NC4=C(O3)C=CC(=C4)CC(=O)O)F)Br,0,2
5407,5407,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)NC(=S)NC(=O)COC3=C(C=C(C=C3)Br)Cl)C,1,2
5408,5408,CN1CCN(CC1)C2=C(C=C(C=C2)C3=CC=CC(=C3)CN4CCOCC4)NC(=O)C5=CNC(=O)C=C5C(F)(F)F,0,2
5409,5409,CCN(CCN(C)C)C(=O)CNCC1=NC=CC(=C1)C(=O)OCC,1,2
5410,5410,CCNC(=O)NC1=NC=C(S1)C2=CC(=NC(=N2)C3=NC=CN=C3)C4=C(C=C(C=C4C)OC)C,1,2
5411,5411,C1CC1CC2=C(C(=NN2C3=NC(=CS3)C(=O)O)C4=CC=CC(=C4)C5=CC=CC=C5)CC6=CC=C(C=C6)S(=O)(=O)N,0,2
5412,5412,C1CC1NC(=O)C2=NC(=C3N2C=CN=C3)C4=CN=CC=C4,1,2
5413,5413,C[S+](=O)(C1=CC=C(C=C1)C2=C3C=NC=CN3C(=N2)C(=O)N4CCOCC4)[O-],0,2
5414,5414,C[S+](=O)(C1=CC=C(C=C1)C2=C3C=NC=CN3C(=N2)C(=O)NCC#C)[O-],0,2
5415,5415,CN(C)C(=O)C1=NC(=C2N1C=CN=C2)C3=CC=C(C=C3)S(=O)(=O)C,1,2
5416,5416,CC(C)NC(=O)C1=NC(=C2N1C=CN=C2)C3=CN=C(C=C3)Cl,1,2
5417,5417,C[S+](=O)(C1=CC=C(C=C1)C2=C3C=CC=CN3C(=N2)C(=O)NCC#C)[O-],1,2
5418,5418,C[S+](=O)(C1=CC=C(C=C1)C2=C3C=CC=CN3C(=N2)C(=O)NCC4=CN=CC=C4)[O-],1,2
5419,5419,COC(=O)CNC(=O)C1=NC(=C2N1C=CC=C2)C3=CC=C(C=C3)[S+](=O)(C)[O-],1,2
5420,5420,CN(C)C(=O)C1=NC(=C2N1C=CC=C2)C3=CN=C(C=C3)Cl,1,2
5421,5421,CN1C2=C(C=N1)C(=CC(=N2)C(=O)N(C)C)C3=CC=C(C=C3)S(=O)(=O)C,1,2
5422,5422,C1=COC(=C1)C2=NC3=C(N2)C=NC=C3,1,2
5423,5423,CN1C(=O)C=C2C(=C1C3=CC(=CC=C3)N(C)C)C(=O)N(N2)C4=CC=CC=C4Cl,1,2
5424,5424,CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(C(=CC=C3)Cl)Cl,1,2
5425,5425,CCCSC1=NC(=C2C(=N1)N(N=N2)[C@@H]3C[C@@H]([C@H]([C@H]3O)O)OCCO)N[C@@H]4C[C@H]4C5=CC(=C(C=C5)F)F,1,2
5426,5426,CN1C=C(C2=C1N=CC=C2)NC3=C(C=CN=C3)C(=O)O,0,2
5427,5427,CCC1=C(C(=CC=C1)CC)N2C(=C(C=C(C2=O)C3=NC(=CS3)C4=CC=C(C=C4)C(F)(F)F)C(=O)N5CCNCC5)C=C(C)C,1,2
5428,5428,CC(C)(C1=CC(=NO1)NC(=O)NC2=CC(=CC=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(F)(F)F,1,2
5429,5429,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,1,2
5430,5430,CCC1=C(N=C2C(=CNN2C1=O)C3=CN(N=C3)C4=NC=CC(=C4)CO)C,0,2
5431,5431,C1=CC(=C(C(=C1)F)NC(=S)N2C(=NC(=N2)N)NC3=CC=C(C=C3)S(=O)(=O)N)F,0,2
5432,5432,CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C5[C@H](CCC6=C5C(=CC(=C6C)F)N=C4C3=C2)N)O,1,2
5433,5433,CS(=O)(=O)C1=CN=C(C=C1)C2=NN=C(N2C3=CC=CC=C3Cl)/C=C/C4=NN=C(O4)C5=CC=C(C=C5)C#N,1,2
5434,5434,CC(=O)NC[C@H]1COCC2=NC3=C(N12)C=CC(=C3)C(=O)OC,0,2
5435,5435,C1CCC(C1)C(=O)NC[C@H]2CN3C(=NC=C3C4=CC=C(C=C4)Cl)CO2,1,2
5436,5436,CC1=NC(=CC(=N1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC4CCOCC4)C5=CC=CC=C5,1,2
5437,5437,CC1=CC(=CC=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3C(=O)CC(C)(C)CC(=O)O)NC=N4,1,2
5438,5438,CC1=CC(=CC=C1)C2=NOC(=N2)[C@@H]3CC4=C(CN3)NC=N4,1,2
5439,5439,COC1=C(C=C2C(=C1)CCN=C2C[C@H]3CN(CC[C@H]3CC(=O)O)S(=O)(=O)C4=CC=CC(=C4)C#N)OC,0,2
5440,5440,CCOC(=O)N1CCN(CC1)C(=O)CN2C(=O)C3=C(S2)N=C(C=C3C)C,1,2
5441,5441,C1CCN(CC1)CCOC(C2=CC=CC=C2Cl)C3=CC4=NC=CC(=C4N3)C(=O)O,0,2
5442,5442,C1=CC=C(C=C1)C2=NC(=C3C=CNC3=C2)C(=O)NCCCN4C=CN=C4,1,2
5443,5443,CN1CCC(CC1=O)CNC(=O)C2=C3C=CN(C3=CC(=N2)C4=CC=CC=C4OC)C,1,2
5444,5444,CN1C=CC2=C(N=C(C=C21)C3=CC=CC(=C3)CO)C(=O)NCCC(=O)N,1,2
5445,5445,CC1=C(C(=NO1)C)C2=CC(=CN3C2=CN=C3)C4=CC5=C(CNC5=O)C=C4,1,2
5446,5446,COC1=C(C=C(C=C1)C2=NN3C(=NC=C3NC4=CC=C(C=C4)C(=O)N)C=C2)OC,1,2
5447,5447,CNC(=O)C1=CC=CC(=C1)C2=CN=C(C3=C2CCO3)NC4=CC=CC(=C4)C(F)(F)F,1,2
5448,5448,CC(=O)NCCNC(=O)C1=CC=C(C=C1)C2=NC=C3N2C=C(N=C3)C4=CC(=CC=C4)F,1,2
5449,5449,C1=CC(=CC(=C1)F)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)NCCCO)C=N2,1,2
5450,5450,C1CC(=O)N(C1)CCCNC(=O)C2=CC=C(C=C2)C3=NC=C4N3C=C(N=C4)C5=CC=CC=C5,1,2
5451,5451,C1=CC=C(C=C1)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)O)C=N2,1,2
5452,5452,C1CS(=O)(=O)CCN1C(=O)C2=CC=C(C=C2)C3=NC=C4N3C=C(N=C4)C5=CC=CC=C5,1,2
5453,5453,CNC(=O)C1CCN(CC1)C(=O)C2=CC=C(C=C2)C3=NC=C4N3C=C(N=C4)C5=CC=CC=C5,1,2
5454,5454,C1=CC(=CC(=C1)F)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)NCCC5=CN=CN5)C=N2,0,2
5455,5455,C1CC(CCC1COC(C2=CC=CC=C2Cl)C3=CC4=NC=CC(=C4N3)C(=O)O)(F)F,1,2
5456,5456,CC1=C(C(=NO1)C)C2=NC(=C3C=C(N(C3=C2)C)C4=CC=CC=C4)C5=CC(=CC=C5)NC(=O)C,1,2
5457,5457,CC1=CC2=C(N=C(C=C2N1C)C3=C(ON=C3C)C)C4=CN(N=C4)C,1,2
5458,5458,CC1=CC2=C(N=C(C=C2N1CCN(C)C)C3=C(ON=C3C)C)C4=CC(=C(C=C4)OC)OC,1,2
5459,5459,CN1CC2=C(N=C(C=C2C1=O)N3CCOCC3)C4=CC=CC=C4OC(F)(F)F,1,2
5460,5460,C1C(C2=C(NC1=O)N=C(S2)N)C3=C(C=C(C=C3)F)F,1,2
5461,5461,C1C(CN(C1=O)C2=NNC3=C2C=CC(=C3)Br)C(=O)NC4=CC=CC=C4,0,2
5462,5462,CC1=CC(=NC=C1)NC(=O)C2CC(=O)N(C2)C3=NNC4=C3C=CC(=C4)Br,1,2
5463,5463,C1COCCC1CNC(=O)C2CC(=O)N(C2)C3=NNC4=C3C=CC(=C4)Br,1,2
5464,5464,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)NC(=O)C4=CC=NC=C4,0,2
5465,5465,C1CC(CN(C1)C2=NC(=NC3=C2CCC3)C4=CC=CC=C4)C(=O)N5CCC(CC5)N,1,2
5466,5466,C1=CC(=CC=C1C2=NC=C(C(=N2)C3=CC=NC=C3)C(=O)O)F,0,2
5467,5467,CCOC1=CC(=O)N2CCCCC2=C1C(=O)NC3=CC(=C(C=C3OC)Cl)OC,1,2
5468,5468,C1CN(CCN(C1)C2=CC=C(C=C2)F)CC3[C@H]4[C@@H]3CNC4,1,2
5469,5469,C1CC(CN(C1)C(=O)N)C(=O)N2CCCN(CC2)C3=CC=C(C=C3)F,1,2
5470,5470,C1C[C@@H](C[C@H]1NC2=NC=CC(=N2)C3=CC=NC=C3)NC(=O)CNC(=O)N,0,2
5471,5471,C[C@H]1CN(C[C@@H]1C2=NC(=NO2)C3=CC=CC=C3)C(=O)NC4=CC=C(C=C4)F,1,2
5472,5472,C1CN(CC2=C1C(=O)N3C(=N2)C=CN3)C(=O)C4=CC5=C(C=C4)N=CC=C5,1,2
5473,5473,C1CN(CC2=C1C(=O)N3C(=N2)C=C(N3)C4=CC=CC=C4)C(=O)CCC(=O)N5CC(=O)NC6=CC=CC=C65,0,2
5474,5474,C1CN(CCC1CC2=NC(=NO2)C3=NC=CN=C3)C(=O)C4=CC5=C(C=C4)OCO5,1,2
5475,5475,CC(C)CC(C)NC(=O)C1=NOC(=N1)C2=CC=CNC2=O,1,2
5476,5476,COC1=C(C=C(C=C1)NC(=O)C2=CC(=NN2)C3=CC=CN3)OC,1,2
5477,5477,CC1=NOC(=N1)C2=CN(N=N2)C3CCN(CC3)C(=O)C4=CC=C(C=C4)OC(F)(F)F,1,2
5478,5478,CC1=C(C(=NO1)C)S(=O)(=O)N2CCC3(CC2)C4=C(CCN3)C5=C(N4)C=CC(=C5)OC,1,2
5479,5479,CC1=NOC(=N1)[C@@H]2CN(C[C@H]2CO)C(=O)C3=NN(C4=CC=CC=C43)C,1,2
5480,5480,CC1=NOC(=N1)[C@@H]2CN(C[C@H]2COC)C(=O)C3=NNC4=CC=CC=C43,1,2
5481,5481,CC1=CC(=CC(=C1)C2=NC3=C(O2)C=C(C=C3)C4=C(C(=C(C=C4)OC)OC)OC)C,0,2
5482,5482,CC1=CC=CC=C1C2=NC3=C(O2)C=C(C=C3)C4=C(C(=C(C=C4)OC)OC)OC,0,2
5483,5483,CC(C)CN(CC(=O)N(CCCN1CCCC1=O)CC(=O)N)C(=O)CNCCC2=CC=CC=C2F,1,2
5484,5484,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)C4=CC=CC=C4,0,2
5485,5485,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)C4CC4,1,2
5486,5486,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCN(CC3)C(=O)C4=CC=CC=C4,1,2
5487,5487,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)CC4CCCCC4,1,2
5488,5488,COC1=CC=C(C=C1)N2C(=O)NC(=N2)C3CCCN(C3)C(=O)NC4=CC=CC=C4,1,2
5489,5489,CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,1,2
5490,5490,C1CC1NC2=CC(=CC3=NC(=NN23)NC(=O)C4=CN=CC=C4)C(F)(F)F,1,2
5491,5491,CN1C=C(C2=C(C1=O)C=NC=C2)C3=C(C=C(C(=C3)OC)CN(C)C)OC,1,2
5492,5492,CCOP(=O)(CC1=CC=C(C=C1)C(=O)NC2=C(C=C(C=C2)Br)C#N)OCC,1,2
5493,5493,C1CN(CCC1C(=O)N2CCC(CC2)N3CC4=CC=CC=C4C3=O)C(=O)C5=CC=CC=C5,1,2
5494,5494,CN1CCN(CC1)C2CCN(CC2)C3=CC(=C(C=C3)NC4=NC=C(C(=N4)NC5=CC=CC=C5P(=O)(C)C)Cl)OC,1,2
5495,5495,C[C@]1([C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)CO)O)O,0,2
5496,5496,C[C@@H]1CC(=O)NC2=CC=CC(=C2N1)C3=CN(N=C3)C(C)(C)C,1,2
5497,5497,C1CCC(C1)[C@H]2[C@H]3CCC4=C(C3=NN2C5=CC(=C(C=C5)C#N)Cl)C=CC(=C4)C(=O)O,1,2
5498,5498,C1CCN(CC1)CCN2C3=CC=CC=C3N=C2C4=CC5=NC=CC(=C5S4)C(=O)O,0,2
5499,5499,CC(C)C1=C(N=C2C(=CNN2C1=O)C#N)C3=CC=CC=C3,0,2
5500,5500,CCN1CCN(CC1)C(=O)C2=NN3C=NN=C3C(=C2)C4=CC=C(C=C4)F,1,2
5501,5501,C1CC(N(C1)C(=O)C2=CC=CC(=C2)C3=CC=CC=N3)C(=O)NC4CC4,1,2
5502,5502,CC1=CC=CC=C1C(=O)NC2CCN(CC2)C3=NN4C(=NN=C4C5CC5)C=C3,1,2
5503,5503,CS(=O)(=O)C1=CC=C(C=C1)C2=CN=C(N3C2=NN=C3)NCC4=CC=CO4,1,2
5504,5504,C1CN(C[C@@H]1O)C2=C(C=C(C=N2)C(=O)NC3=CC=C(C=C3)OC(F)(F)Cl)C4=CC=NN4,1,2
5505,5505,CC1=C(N(N=N1)C)C2=CC3=C(C4=C(N3[C@@H](C5CCOCC5)C6=CC=CC=C6)C=C(C=C4)C(C)(C)O)N=C2,1,2
5506,5506,C1=CC=C2C(=C1)/C(=C/C3=CC(=C(C(=C3)Cl)O)Cl)/C(=O)N2,1,2
5507,5507,COC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F,1,2
5508,5508,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@@H]([C@@H](C)C(=O)N[C@@H](CC2=CC=CC=C2)C3=NC=CS3)OC)OC)N(C)C(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N(C)C,1,2
5509,5509,COC1=CC(=CC(=C1OC)OC)[C@H]2[C@@H]3[C@H](COC3=O)[C@H](C4=CC5=C(C=C24)OCO5)O,1,2
5510,5510,CC1=CN2C(=C(C=C(C2=N1)C(=O)NCC3CCN(CC3)CC(C)C)Cl)N,1,2
5511,5511,CCN(CC)CCCCNC1=NC2=NC(=C(C=C2C=N1)C3=C(C=CC=C3Cl)Cl)NC(=O)NC(C)(C)C,1,2
5512,5512,CC1(COC1)COC2=CC3=C(C=C2)N(C=N3)C4=NC5=C(C=CC=C5N6CCC(CC6)N)C=C4,1,2
5513,5513,C1=CC=C2C(=C1)/C(=C\C3=CC=C(C=C3)C(=O)O)/C(=O)N2,0,2
5514,5514,CCCCN1C=NC2=C1C=CC(=C2)NC(=O)C3=CC(=C(C(=C3)OC)OC)OC,1,2
5515,5515,CC1=CC(=NC(=C1)NC(=S)N2CCN(CC2)C3=CC(=CC=C3)OC(F)F)C,1,2
5516,5516,CNC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C(=O)OC,1,2
5517,5517,C1=CC=C(C(=C1)C2=NC3=C(O2)C=CC(=C3)NC(=O)C4=CC=C(O4)[N+](=O)[O-])F,1,2
5518,5518,COC1=C(C=CN=C1)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,0,2
5519,5519,CN1CCC2=CC(=C(C3=C2[C@H]1CC4=CC=C(C=C4)OC5=C(C=CC(=C5)C[C@@H]6C7=CC(=C(C=C7CCN6C)OC)O3)O)O)OC,1,2
5520,5520,C1C(CN(C1=O)C2=NNC3=C2C=CC(=C3)Br)C(=O)NCCC4=CC=CC=N4,0,2
5521,5521,C1C(C2=C(NC1=O)N=C(S2)N)C3=CC(=C(C=C3)F)F,1,2
5522,5522,CC1=NC(=CC(=N1)[C@H]2CN3CC[C@H]2C[C@@H]3CNC(=O)NC4CCCCC4)C5=CC=CO5,1,2
5523,5523,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=C(C=CC=C4F)F,1,2
5524,5524,COC1=CC=CC(=C1O)CNC2=CC=C(C=C2)S(=O)(=O)NC3=CC=C(C=C3)C4CCNCC4,0,2
5525,5525,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=N4)C)C=CN=C3)OCC,0,2
5526,5526,CCOC1=C(C=C(C=C1)CCNC(=O)C2=CC3=C(N2CC4=CC=CC(=N4)C)C=NC=C3)OCC,0,2
5527,5527,CC1=CC=C(N1)C(=O)OC2C(C(OC(C2OC)(C)C)OC3=C(C4=C(C=C3)C(=C(C(=O)O4)NC(=O)C5=CC(=C(C=C5)O)CC=C(C)C)O)Cl)O,0,2
5528,5528,CC(C)C(=O)NC1=CC=CC(=C1)NC(=O)C2=CC3=CC=CC=C3O2,1,2
5529,5529,C1=CC(=CC=C1CNC2=C3C(=NOC3=NC=N2)C4=CC=C(C=C4)F)F,1,2
5530,5530,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)S(=O)(=O)C3=C(C=C4C(=C3)CC(=O)N4)Cl,1,2
5531,5531,CC1=CC(=NC(=C1)NC(=S)N2CCN(CC2)C3=CC=CC(=N3)C(F)(F)F)C,1,2
5532,5532,C1C(CO1)NC2=C(N=C(O2)C3=CC=CC4=CC=CC=C43)C#N,1,2
5533,5533,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)O)F,1,2
5534,5534,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)OCC(F)(F)F)F,1,2
5535,5535,COC1=CC=CC(=C1)C(=O)NC2=CC3=C(C=C2)OC(=N3)C4=CC5=CC=CC=C5C=C4,1,2
5536,5536,CC[C@](C)(C(=O)NCC(F)(F)F)NC1=NC(=NC=C1)C2=CNC3=C2C=CC=N3,1,2
5537,5537,C1=CC=C(C=C1)C2=CN3C(=CN=C3C4=CC=C(C=C4)C(=O)NCCCN5C=CN=C5)C=N2,0,2
5538,5538,C1CN(CCN1C2=NC(=CS2)C3=CC=C(C=C3)Br)S(=O)(=O)C4=CC=CC=C4,1,2
5539,5539,C[C@H]1C(=O)N[C@@H](C(=O)N([C@@H](C(=O)N[C@@H](C(=O)N([C@H]2[C@@H](C3=CC=C(C=C3)OC4=C(C=CC(=C4)C[C@@H](C(=O)N1)N(C2=O)C)O)O)C)C)CC5=CC=C(C=C5)OC)C)C,0,2
5540,5540,COC1=CC=CC(=C1)C(=O)NC2=CC3=C(C=C2)C(=NC=N3)N4CCOCC4,1,2
5541,5541,COC1=CC2=C(C=C1)C3=NNC(=C3CC2)C(=O)N4CCC5=C(C4)N=C6C=C(NN6C5=O)C7=CC=CC=C7,1,2
5542,5542,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)OC4=CC=CC=C4)OC,1,2
5543,5543,CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CC(=NC=C4)N5CCN(CC5)C)C(C)C,1,2
5544,5544,CC1=CC=C(C=C1)C2=NC(=C(S2)C(=O)NC3=CC4=C(C=C3)NC(=O)[C@@H]5CCCN5C4=O)C,1,2
5545,5545,C1=CC=C2C(=C1)C(=CC=N2)C3=NC4=CC=CC=C4C(=N3)NC5=CC(=C(C=C5)F)F,1,2
5546,5546,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=CC(=CC=C4)F,1,2
5547,5547,C1=CC(=CN=C1)CNC(=O)C2=NC(=C3N2C=CN=C3)C4=CN=C(C=C4)Cl,1,2
5548,5548,C1=CC=C(C=C1)SC2=C(N(C3=C2C=C(C=C3)Cl)CC4=CC=C(C=C4)Cl)C(=O)O,1,2
5549,5549,COC1=C(C=C(C=C1)Cl)NC(=O)C2=C(C3=CC4=C(C5CCN4CC5)N=C3S2)N,1,2
5550,5550,CC1C2CN3CCC4=C(C3CC2C(=CO1)C(=O)OC)NC5=CC(=C(C=C45)OC)OC,1,2
5551,5551,CNC(=O)C1CCN(CC1)C2=NC(=CS2)C3=CC=C(C=C3)Br,1,2
5552,5552,C1=CC(=CC(=C1)C2=NC=CC(=N2)N3C=CN=C3)C#N,1,2
5553,5553,CC1=CC(=O)N2C(=N1)N=C(N2)NC(=O)C3=CC=CC=C3OC,0,2
5554,5554,CC1=CC(=NC2=CC=CC=C12)NC(=S)N3CCN(CC3)C4=CC=CC(=C4)C(F)(F)F,1,2
5555,5555,C1=CC=C2C(=C1)/C(=C\C3=CC(=C(C(=C3)Br)O)Br)/C(=O)N2,1,2
5556,5556,CC1=C2C(=CC=C1)/C(=C\C3=CC(=C(C(=C3)Cl)O)Cl)/C(=O)N2,1,2
5557,5557,COC1=C(C=CN=C1OC)C2=NC3=CC=CC=C3C(=N2)NC4=CC(=C(C=C4)F)F,1,2
5558,5558,C1CCN(CC1)C2=CC=CC(=C2)C3=CN=C(S3)N4CCC(CC4)C(=O)N,1,2
5559,5559,C1C(C2=C(NC1=O)N=C(S2)N)C3=C(C(=CC=C3)Cl)Cl,1,2
5560,5560,CC1=NOC(=N1)[C@@H]2CN(C[C@H]2COC)C(=O)C3=NN(C4=CC=CC=C43)C,1,2
5561,5561,C1CN2CCC1C3=C2C=C4C(=C(SC4=N3)C(=O)NC5=CC=CC(=C5)C#N)N,1,2
5562,5562,CC1=CC(=NC2=C(C=NN12)C(=O)NC3=CC=C(C=C3)C#C)C,1,2
5563,5563,C1CCC(CC1)C(=O)NC2=CC=CC=C2C(=O)NC3=CC=CC(=C3)C(F)(F)F,0,2
5564,5564,CN1C2=C(C=C(C=C2)S(=O)(=O)N(C)C)C=C1C(=O)NCCCOC,1,2
5565,5565,CC1=C(NC(=C1C(=O)C)C)C(=O)NC2=CC(=CC=C2)[S+](=O)(NC3=CC=CC(=C3)C#N)[O-],1,2
5566,5566,CCCC1=C(C(=O)NC(=C1)C)CNC(=O)C2=C3C=NN(C3=CC(=C2)C4=CN=C(C=C4)N5CCN(CC5)C(C)C)C(C)C,1,2
5567,5567,C1COCCN1C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6,1,2
5568,5568,COC1=C(C=C(C=C1)C(=O)NC2CCCC3=C2NC4=CC=CC=C34)OC,1,2
5569,5569,CC1=CC(=C(C=C1)O)C2=NNC(=C2)C3=CC=CC=C3C,1,2
5570,5570,CC1=CC2=C(N=C(C=C2N1)C3=C(ON=C3C)C)C4=CC(=CC=C4)O,1,2
5571,5571,C1CCCN(CC1)CC(CN2C=C(C3=CC=CC=C32)/C=C/C(=O)C4=CC=C(C=C4)Br)O,1,2
5572,5572,C#CCNC(=O)C1=NC(=C2N1C=CC=C2)C3=CN=C(C=C3)Cl,1,2
5573,5573,CC(C)NC1=C(N=C(O1)C2=CC=CC3=CC=CC=C32)C#N,1,2
5574,5574,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC=CC(=C3)C(F)(F)F,1,2
5575,5575,CC1=CC(=NC=C1)NC(=S)N2CCC(CC2)C3=CC(=CC=C3)C(F)(F)F,1,2
5576,5576,CC1=CC(=NC=C1)NC(=S)N2CCN(CC2)C3=CC(=C(C=C3)Cl)Cl,1,2
5577,5577,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=C(C=C2)OC(F)(F)F)C(=O)NC3=NC(=CS3)C4=CC=CC=C4,0,2
5578,5578,C1=CC=C2C(=C1)C(C(=O)N2)CC3=CC(=C(C(=C3)Cl)O)Cl,0,2
5579,5579,CC1=CC=C(C=C1)S(=O)(=O)NC2=C(C=CN=C2)C(=O)NC3=NC(=CS3)C4=NC5=CC=CC=C5S4,1,2
5580,5580,CC1=CC=CC=C1C(=O)N2CCC3=C2C=CC(=C3)C4=C(SC(=N4)NC(=O)CC5=CC=CC=C5)C,1,2
5581,5581,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NC4=CC(=C(C=C4)C5=C(C(=C(C=C5)F)F)F)F,1,2
5582,5582,C1CN2CCC1C3=C2C=C4C(=C(SC4=N3)C(=O)NC5=CC=C(C=C5)Cl)N,1,2
5583,5583,CC1=CC=CC=C1C(=O)NC2=C(C3=C(S2)CC(CC3)C(C)(C)C)C(=O)NCC4=CC=CO4,1,2
5584,5584,C1C(C2=C(NC1=O)N=C(S2)N)C3=CC=C(C=C3)Br,1,2
5585,5585,C1C(C2=C(NC1=O)N=C(S2)N)C3=C(C=CC=C3Cl)Cl,0,2
5586,5586,C[C@H]1[C@@H](C(=O)N(C2=C(N1C(=O)C)C=C(C=C2)C#N)CC3=C(C=CC4=CC=CC=C43)C)NC(=O)[C@H](C)NC,1,2
5587,5587,CC1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NC4=CC=CC=N4,1,2
